18558895762,15635422625,0046677,0080415,2019-01-17 03:51:14,1692
18558895762,15635422625,0094891,0047059,2019-03-21 20:35:07,1878
18558895762,15635422625,0086967,0070203,2019-09-29 19:05:03,3096
18558895762,15635422625,0099924,0018914,2019-07-28 09:51:16,42
18558895762,15635422625,0045120,0018203,2019-04-23 18:35:09,525
18558895762,15635422625,0000987,0056142,2019-01-07 21:08:28,304
18558895762,15635422625,0078182,0032122,2019-08-17 23:50:23,2946
18558895762,15635422625,0046155,0014487,2019-03-22 03:40:04,1203
18558895762,15635422625,0037272,0066355,2019-01-06 16:20:54,1139
18558895762,15635422625,0052405,0073740,2019-11-12 19:53:41,2556
18885223811,15006457387,0089534,0061766,2019-08-27 17:42:47,1663
18885223811,15006457387,0083489,0019417,2019-11-12 20:27:31,2047
15026999701,15879896996,0017037,0092983,2019-08-31 12:09:19,1188
15026999701,15879896996,0066698,0005255,2019-09-12 09:35:03,2209
15026999701,15879896996,0040327,0094211,2019-06-16 19:29:02,359
15026999701,15879896996,0000028,0033708,2019-05-30 08:08:37,1458
15026999701,15879896996,0046641,0001566,2019-07-24 22:43:55,3498
15026999701,15879896996,0088912,0038705,2019-06-28 20:14:43,1268
15026999701,15879896996,0073663,0061057,2019-05-09 11:28:25,3106
15026999701,15879896996,0026812,0012239,2019-03-16 01:31:04,2902
15026999701,15879896996,0049931,0080743,2019-08-21 08:59:45,1669
15520783142,18886556416,0047617,0014872,2019-07-13 15:37:33,1972
15520783142,18886556416,0069906,0031915,2019-04-29 13:52:52,654
15520783142,18886556416,0090697,0078017,2019-12-20 12:18:51,898
15520783142,18886556416,0030358,0041333,2019-02-20 18:03:08,3126
13752044301,15682458365,0015497,0041956,2019-08-09 15:24:33,3091
13752044301,15682458365,0021031,0033901,2019-12-24 11:22:26,2931
13752044301,15682458365,0006095,0052466,2019-07-21 21:47:03,1985
13752044301,15682458365,0003822,0051602,2019-10-30 10:57:51,829
13752044301,15682458365,0071403,0016219,2019-02-08 13:24:37,542
13752044301,15682458365,0030830,0094365,2019-09-08 00:11:40,95
13752044301,15682458365,0088309,0065357,2019-07-26 09:15:36,672
13752044301,15682458365,0095403,0025967,2019-03-19 13:32:58,1117
13700027961,13939509320,0055736,0008093,2019-05-10 08:23:00,2958
13700027961,13939509320,0034188,0096928,2019-02-21 23:10:50,759
