1,18669596835
1,15210870407
1,15992770731
2,13112416333
5,14782787101
2,15511304614
3,15023190245
4,18890717780
6,14781753091
7,15069074644
7,13690065401
7,15103322464
8,13571111341
8,13058234122
8,15930637678
9,13189972538
10,15879896996
11,18992027424
12,19901931367
12,18667130506
13,13461454035
14,13403955228
15,15217684004
16,13151366596
16,13447993342
17,15990469801
18,13659921574
18,15332258934
19,18658186195
20,18691699815
21,13906176909
22,18027311254
23,13830701750
24,13049355776
24,18545283239
24,13939509320
25,15851003274
26,13521275789
27,13330740928
28,13415315754
28,13711938264
29,18587992955
29,13770196751
30,14700057593
31,15941814131
32,13136482317
33,15282874634
34,18605505806
35,13424032094
35,13421634678
36,13093342478
36,15349284103
37,13157822138
37,15562702269
38,13981689364
38,13513317053
39,13858529282
40,13067205458
40,15668907258
41,13468031923
41,15591374472
42,15091619955
42,15326837120
43,13790280557
43,15919474041
45,15343398491
44,18096560981
44,15285521993
46,15881708860
47,15277065908
48,13126802516
49,13700027961
50,15971333498
51,15882930425
52,13089735570
53,13483347915
53,19941380145
53,18871243953
54,13599935986
55,19990034662
56,18075248385
56,13354884903
57,18588795902
57,15696869951
57,15003628824
58,15829017696
59,13690835102
59,13137838856
60,15361186564
60,13057015436
60,13487827183
61,13330099514
61,15100604389
61,15627398099
62,13126749494
63,15527576234
64,13762499451
64,15816606734
64,15845085706
65,13636617026
66,13546856248
66,13748591930
67,13814268094
69,18033103739
70,15365805630
71,13193427651
68,15950577395
72,13453052792
72,15669142943
73,19902313953
73,18614222135
74,15183600637
75,15080213868
76,18011041332
76,15520783142
77,15994902752
78,18886556416
79,18833515976
79,18615807611
80,15543417978
81,18989987862
81,13025410763
81,18608768664
82,15633876539
82,15095295089
83,13564117703
83,13822982121
84,14756614373
85,13424334901
85,15244794631
86,13803002923
86,15216534400
86,18027331911
87,15261335105
87,13022760358
88,13635039037
89,13670671371
89,13876005653
90,15063733116
91,15188405045
91,15853352021
92,13114865205
93,18550487704
94,15923388003
94,15254224753
95,15801276363
96,13367781888
97,13467649337
99,15635422625
98,15586119998
100,13508713666
101,15306891905
102,13942497843
103,13170358419
105,15366887231
104,13646410786
106,13517458503
107,13744148468
107,18892652457
108,18082591800
108,13920082574
110,15008742261
109,13908731702
111,14747390702
113,13872431510
114,13347028629
112,15927076840
115,18895079512
116,18661243425
117,15692831553
117,18914149333
117,14752014989
118,13298358046
119,18004545456
119,18590089916
120,19945866938
121,15888062500
122,18887188435
123,15166051576
123,15251396252
124,15091602550
124,13481195066
125,13322397564
126,15629290848
127,15810722441
127,18878906768
128,15523786991
129,14734781876
130,13307389245
130,19998892892
131,19987830025
132,13714277811
133,18615669728
134,15699933711
134,15097950448
134,13565740914
135,13818601618
135,15175132691
136,13641447074
136,15892645428
137,19938694166
138,13104469988
139,14769411172
139,13281329024
139,15014919062
140,13596242488
140,15543382796
141,15026999701
142,15070961099
142,13199532729
143,13814532378
143,18647183495
144,15926603372
145,14703609353
145,13848214862
146,18005852927
147,13254406806
147,13070535697
148,19990690772
152,15585900575
148,13049507062
149,15115679515
150,13165556255
151,13402284772
153,15363060213
